Date,Banks name,Yerevan,Lori,Tavush,Syuniq,Ararat,Kotayq,Armavir,Aragatsotn,Shirak,Gegharquniq,Vayots Dzor,NKR,NPL (%),NPL (%)_r,NPL(AMDths),LoanPortfolio(net),Provisions,LoanPortfolio(Gross),Coverageratio,TheimpairmenttotheNPL,CostofCreditRisk,TotalAssets,TotalLiabilities,TotalCapital,"StatutoryCapital
(w/oincomefromemission)",Loans,Liabilitiestocustomers,Liabilitiestocustomers(incl.securities),EmittedSecurities,ProfitAftertax,"ROA
(Annualized)","ROE
(Annualized)",Interestandsimilarincome,Interestandsimilarexpenses,Netinterestincome,Commisssionsreceived,Commisssionspaid,Netcommissions,Dividendsreceived,Netotheroperatingincome,Operatingincome,Netprovisions,Totaladministrativeexpenses,Otherincome/exspenses,Profit/(loss)beforetax,Incometax,Profit/(loss)aftertax,AMD_Assets,FXgroupI_Assets,FXgroupII_Assets,Cost of credit risk,Cost of credit risk_r,Net non-interest,Bonds Attracted
9/30/2016,Evoca,9,1,,,,1,,,1,,,,6.3,0.158730159,2498052,39204516,-440484,39645000,17.63,17.63,0.91,85803519,60085351,25718168,14400000,39204516,34517320,39839824,5322504,728008,1,4,4605080,2452659,2152421,257436,205677,51759,0,-279255,2212485,270163,977241,0,965081,237073,728008,44823910,38366259,2613350,0.441693842,2.264011641,60064.00,17089698.00
9/30/2016,HSBC,9,,,,,,,,,,,,21.63,0.046232085,33650234,148852019,-6697492,155549511,19.9,19.9,7.46,246077425,194031585,52045840,18434350,148852018,142260270,142260270,0,-1632820,-1,-4,13401646,3723934,9677712,2772759,477322,2295437,0,-936827,12401014,9359605,5062230,0,-2020821,-388001,-1632820,100122726,145510034,444665,0.408210974,2.449713662,2723302.00,20655300.00
9/30/2016,INECO,14,2,,,1,2,2,1,2,,,,8.72,0.114678899,13420112,149733176,-6025017,155758193,44.35,44.9,3.16,223816093,181155928,42660165,14545680,149733176,87998756,87998756,0,3363952,2,11,19099014,9047296,10051718,1188788,365284,823504,0,997838,12560135,3725747,4554724,0,4279664,915712,3363952,107376724,116142121,297248,0.362633363,2.757606172,2508417.00,21444446.00
9/30/2016,Mellat,1,,,,,,,,,,,,3.73,0.268096515,230000,5847274,-320551,6167825,139.37,139.37,2.83,45238757,20809014,24429743,23100000,5847274,3452947,3452947,0,760511,3,5,1860304,150141,1710163,58853,3823,55030,0,17672,1945191,128674,429842,383081,1003594,243083,760511,30901726.36,14224617.56,112413.08,0.220976758,4.525362799,235028.00,11871476.00
9/30/2016,ProCredit,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
9/30/2016,Uni,27,3,1,2,1,2,2,1,2,3,1,2,6.68,0.149700599,8017323,115333364,-4614169,119947533,57.55,57.55,2.67,175078002,143083688,31994314,17655903,115333581,123866606,126283673,2417067,622631,0,3,13883930,9760330,4123600,2803337,231364,2571973,0,-1524993,5458006,2396460,2274002,0,787544,164913,622631,93908441,78419829,2749732,0.416636039,2.400176428,1334406.00,12139004.00
9/30/2016,VTB,24,5,4,4,3,5,3,4,7,5,3,,32.23,0.031026993,58185584,163427678,-17100198,180527876,29.39,29.39,4.76,265109098,225342970,39766128,37775689,158661432,172568122,172568122,0,-3593298,-2,-11,22665412,12340381,10325031,2642544,954964,1687580,2106,-3652207,9268021,6775130,6383061,0,-3890170,-296872,-3593298,147941120,110739677,6428301,0.688718875,1.451971242,-1057010.00,27603388.00
12/31/2016,ABB,22,2,1,2,3,3,1,3,3,4,,7,2.21,0.452488688,6026493,268469212,-4239633,272708845,70.35,70.35,1.97,401668745,366617666,35051079,31374560,275926637,260121062,260121062,0,1053181,0,3,29843923,21869138,7974785,2532401,687135,1845266,0,-784559,10179684,4602720,4286233,0,1290731,237550,1053181,220722353,179999326,3691416,0.421057569,2.37497215,2204899.00,35838421.00
12/31/2016,ACBA,17,5,4,3,4,4,3,5,7,4,2,,13.95,0.071684588,26761349,174983029,-16911286,191894315,63.19,63.19,3.89,283271843,226676748,56595095,30000000,174983028,122572134,122572134,0,1822753,1,3,31617621,13943736,17673885,3247973,1640339,1607634,0,2064159,22618979,7235997,12597546,8604,2776832,954079,1822753,162861069,119946465,1017030,0.556945829,1.795506758,4945094.00,26538818.00
12/31/2016,ADB,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.00,0.00
12/31/2016,Ameria,9,1,1,2,,,,,,,,,3.33,0.3003003,17119297,505600645,-8704814,514305459,50.85,50.85,1.5,719363423,654965655,64397768,32087360,505511406,414608686,423030048,8421362,6206686,1,10,42624265,27749228,14875037,2866115,610329,2255786,0,1196975,22585397,5434401,9421700,0,7729296,1522610,6206686,233065763,483470402,1744920,0.417158928,2.397167921,7710360.00,48663934.00
12/31/2016,IDbank,8,1,,,,1,1,,1,2,,,3.19,0.313479624,6969727,217098523,-1261500,218360023,18.1,18.1,1.33,282453284,241331457,41121827,33971850,217036997,167523458,169951681,2428223,1116675,1,6,13209550,8840711,4368839,593583,227589,365994,0,1117008,6371063,1222281,3678381,0,1470401,353726,1116675,104729194,177063191,1679195,0.577357499,1.732029118,2002224.00,18667165.00
12/31/2016,Ararat,33,4,5,3,2,4,2,1,6,2,,2,6.09,0.164203612,6566657,104879951,-2928231,107808182,44.59,44.59,1.72,149198687,116068075,33130612,8803655,66148947,62875780,66688666,3812886,1089475,1,4,10775508,5724914,5050594,1049827,558934,490893,0,321775,6826748,1265280,4180659,0,1380809,291334,1089475,100459219,113980306,1147176,0.612393925,1.632935859,1776154.00,26901944.00
12/31/2016,AREXIM,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.00,0.00
12/31/2016,ArmSwiss,1,,,,,,,,,,,,7.42,0.134770889,3517424,46077225,-1298417,47375642,36.91,36.91,0.39,130253135,101561913,28691222,8752800,46077225,50699979,55616385,4916406,3283980,4,14,10155967,5154854,5001113,172230,67119,105111,0,-33562,5278973,161270,1028052,0,4089651,805671,3283980,70507961,59683963,117135,0.194744698,5.134927987,277860.00,60765040.00
12/31/2016,Artsakh,8,,,,,,,,,,,16,7.66,0.130548303,5136392,65129025,-1932194,67061219,37.62,37.62,-1.33,103474791,77378822,26095969,23261150,64509658,59138224,59138224,0,2879968,3,21,10864006,6771863,4092143,359536,91961,267575,0,-1059210,3825265,-865600,2236896,0,2453969,-425999,2879968,63509628,40633288,105569,0.584768898,1.710077269,-266878.00,17645992.00
12/31/2016,ASHB,22,6,4,5,5,6,4,3,5,5,2,6,2.99,0.334448161,10886930,358004830,-5743794,363748624,52.76,52.76,1.79,548409970,476942395,71467575,17925200,358004830,297676192,347211199,49535007,22023083,5,41,44710255,30144805,14565450,2847067,767250,2079817,0,985582,19792683,5696635,8958807,17911753,23048994,1025911,22023083,214164711,288462968,2115318,0.452632268,2.209298962,5227233.00,42736882.00
12/31/2016,BTA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.00,0.00
12/31/2016,Byblos,2,,,,,,,,,,,,22.97,0.043535046,6060935,22155615,-4226001,26381616,69.73,69.73,3.07,64190209,42312602,21877607,23825100,22155615,29341142,29341142,0,-156487,0,-1,3526351,2163173,1363178,93859,40350,53509,0,-65559,1427002,679982,903507,0,-156487,0,-156487,34421937,29761185,7087,0.633150479,1.57940337,63824.00,21530251.00
12/31/2016,Converse,14,2,2,1,1,6,3,1,3,1,,1,6.6,0.151515152,8179463,119024824,-4554196,123579020,55.81,55.68,1.68,190993270,158815267,32178003,16416633,119024824,139680217,139680217,0,1565032,1,6,13859656,6787759,7071897,2003640,763729,1239911,0,-1679299,7348580,1645029,4194961,0,1508590,-56442,1565032,72383095,117403916,1574614,0.57085328,1.751763606,276683.00,14929205.00
12/31/2016,Econom,25,3,1,1,2,4,2,1,3,3,1,1,3.53,0.283286119,2702414,75032850,-1546483,76579333,57.24,57.23,0.86,146182358,118612940,27569418,4631333,75047659,66795292,66795292,0,590371,0,3,11359949,5856079,5503870,1479985,365689,1114296,0,-2210049,5353529,560712,4016905,0,775912,185541,590371,82003708,62998920,1377128,0.750328428,1.332749717,-150341.00,16048860.00
12/31/2016,Evoca,9,1,,,,1,,,1,,,,3.61,0.27700831,1707762,46537338,-714504,47251842,41.84,41.84,1.35,89495432,60145801,29349631,17950000,46537338,39776356,44918351,5141995,958294,1,4,6147170,3221281,2925889,334083,327794,6289,0,-675893,3117629,546211,1311994,0,1259424,301130,958294,42173243,47793952,596533,0.420830702,2.376252482,191740.00,10966659.00
12/31/2016,HSBC,9,,,,,,,,,,,,33.67,0.02970003,44132787,119590354,-11490309,131080663,26.04,26.04,10.47,215160817,168153595,47007222,18434350,119590354,149832833,149832833,0,-6666854,-3,-13,17649493,5304386,12345107,3700449,518690,3181759,0,-266705,16877585,16886681,8037254,0,-8046350,-1379496,-6666854,97290175,116463971,2159682,0.47620877,2.099919327,4532478.00,24773867.00
12/31/2016,INECO,14,2,,,1,2,2,1,1,,,,8.1,0.12345679,13446782,160154854,-5937310,166092164,44.15,44.15,2.9,236196296,192731178,43465118,14545680,160154905,110359788,110359788,0,5157570,2,12,25832960,12012074,13820886,1597579,521428,1076151,0,1711632,17678548,4586134,7042262,466448,6516600,1359030,5157570,113421886,121253514,1538625,0.398350702,2.510350791,3857662.00,23270397.00
12/31/2016,Mellat,1,,,,,,,,,,,,4.67,0.214132762,285000,5755804,-346543,6102347,121.59,121.59,3.24,41241653,7568821,33672832,32100000,5755805,2474823,2474823,0,1003600,3,4,2588828,179666,2409162,101442,10537,90905,0,-520630,2140271,197233,655009,0,1288029,284429,1003600,28171271.39,12967740.28,102480.34,0.306040216,3.26754442,-268891.00,21296206.00
12/31/2016,ProCredit,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.00,0.00
12/31/2016,Uni,27,3,1,2,1,2,2,1,2,3,1,2,6.27,0.159489633,7811259,118627063,-5943790,124570853,76.09,76.09,3.7,185396089,150553046,34843043,19093378,118627063,128012569,130665100,2652531,-443218,0,-2,21329971,12968927,8361044,1036568,289585,746983,0,-1697824,7680920,4436968,3662621,0,-418669,24549,-443218,96208011,87268756,3017708,0.476846654,2.097110238,-680124.00,14399954.00
12/31/2016,VTB,24,5,4,4,3,5,3,4,7,5,3,,34.44,0.029036005,58017653,146430237,-22008547,168438784,37.93,37.93,7.22,232671657,198760539,33911118,37775689,146152629,165589568,165589568,0,-8512739,-3,-21,30423755,16078707,14345048,0,0,2193136,0,-4116767,12828674,13426618,8322010,0,-8919954,-407215,-8512739,135376210,92439016,4799709,0.648703833,1.541535519,-1516374.00,23839144.00
3/31/2017,ABB,23,2,1,2,3,3,1,3,3,4,,7,2.23,0.448430493,6652664,293324500,-4581934,297906434,68.87,68.87,0.81,418469594,380979946,37489648,31374560,293324500,287140146,287733701,593555,681611,1,8,8001082,6284606,1716476,626290,76695,549595,0,3639,2633399,575154,1217147,0,841098,159487,681611,204929895,205872957,7666742,0.462196196,2.163583363,916923.00,14031232.00
3/31/2017,ACBA,17,5,4,3,4,4,3,5,7,4,2,,14.04,0.071225071,27392891,177524507,-17555170,195079677,64.09,64.09,1.8,308250252,249968111,58282141,30000000,177524507,150835452,150835452,0,1475344,2,10,8069384,3517794,4551590,789622,354698,434924,2945,84087,5342178,872885,2705297,-19928,1783924,308580,1475344,165728323,141385222,1136707,0.506403381,1.974710354,790588.00,21974672.00
3/31/2017,ADB,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.00,0.00
3/31/2017,Ameria,9,1,1,2,,,,,1,,,,4.12,0.242718447,19700111,467982523,-9690501,477673024,49.19,49.19,0.82,679379081,613341179,66037902,32087360,467982523,360731035,378352904,17621869,1644660,1,10,12779982,8549773,4230209,755581,159750,595831,0,-130526,5563115,1020882,2405334,0,2136899,492239,1644660,243464911,430881619,5032551,0.432371792,2.31282433,1332906.00,44926323.00
3/31/2017,IDbank,8,1,,,,1,1,,1,2,,,2.87,0.348432056,6238206,216720629,-909609,217630238,14.58,14.58,0.8,283144115,239811312,43332803,33971850,216720629,164467899,168450717,3982818,1007000,1,10,6100757,4044675,2056082,245282,15549,229733,0,307966,2639355,436171,992392,0,1210792,203792,1007000,109336001,171827815,1980299,0.375997924,2.659589152,583273.00,31129781.00
3/31/2017,Ararat,33,5,5,4,1,4,2,1,4,2,,2,3.49,0.286532951,3882625,111388422,-2934484,114322906,73.63,75.58,3.58,196761509,163462217,33299292,8803655,111378667,107637709,111446849,3809140,190962,0,2,4157421,2309904,1847517,303629,113252,190377,0,-55625,2419097,995282,1189355,0,234460,43498,190962,84602099,110991472,1167938,0.491652464,2.03395706,571580.00,26194595.00
3/31/2017,AREXIM,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.00,0.00
3/31/2017,ArmSwiss,1,,,,,,,,,,,,5.56,0.179856115,3025313,53053732,-1382247,54435979,45.69,45.69,0.13,140652232,110533019,30119213,8752800,53053732,60506353,65415622,4909269,1053330,3,14,3077055,1683798,1393257,61663,22578,39085,0,15954,1523149,16618,233201,0,1273330,220000,1053330,76757319,63804927,89986,0.153104522,6.531485726,129892.00,61960211.00
3/31/2017,Artsakh,8,,,,,,,,,,,15,7.67,0.130378096,4897885,63184090,-3072374,66256464,60.43,62.73,6.84,102648287,76853382,25794905,23261150,63184090,60417204,60417204,0,-531628,-2,-8,2721848,1559833,1162015,99343,29868,69475,0,-37972,1277318,1139928,669018,0,-531628,0,-531628,62993781,39551906,102600,0.52376777,1.909243098,115303.00,17533897.00
3/31/2017,ASHB,22,6,3,5,5,6,3,3,4,5,2,3,3.89,0.257069409,14051194,354469675,-6971101,361440776,49.61,49.61,2.05,533073742,472338261,60735481,50227200,354469675,313845629,358575912,44730283,1242197,1,8,12253468,8551936,3701532,957675,264759,692916,0,211819,6238557,1855210,2826735,0,1556612,314415,1242197,255238412,275433124,2402206,0.453107185,2.206983321,2537025.00,38767288.00
3/31/2017,BTA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.00,0.00
3/31/2017,Byblos,3,,,,,,,,,,,,22.28,0.044883303,5765338,21998313,-3883186,25881499,67.35,67.35,1.06,69184576,46997720,22186856,23825100,21998313,31056289,31056289,0,274587,2,5,1196609,735387,461222,21457,10848,10609,0,-29928,553807,69131,210089,0,274587,0,274587,36064721,33094187,25668,0.379354179,2.636059006,92585.00,22457057.00
3/31/2017,Converse,14,2,2,1,1,6,3,1,3,1,,1,6.24,0.16025641,8283091,128312841,-4532259,132845100,54.72,54.72,1.53,203281106,170223811,33057295,16416633,128199324,152744711,152744711,0,394197,1,5,3912097,1971928,1940170,461175,137660,323515,0,-375805,2176530,489936,1184539,0,502054,107857,394197,76901242.4,124712958.5,1666905.07,0.544232793,1.837448998,236360.00,18227390.00
3/31/2017,Econom,25,3,1,1,2,5,2,1,3,3,1,1,3.52,0.284090909,2835259,79012662,-1534104,80546766,54.11,54.11,1.02,153457630,125612173,27845457,4631333,79012662,75368706,75368706,0,72123,0,1,3208937,1687938,1520999,362760,98471,264289,0,-317872,1621854,199579,1396987,0,25288,-46835,72123,85682530,66584555,1190545,0.861351885,1.160965707,100855.00,17154847.00
3/31/2017,Evoca,9,1,,,,1,,,1,,,,3.97,0.251889169,1920530,47735165,-603013,48338178,31.4,31.4,-0.08,90704624,60911192,29793432,17950000,47735165,41718989,46899028,5180039,337800,1,5,1603881,761971,841910,104046,98029,6017,0,-94636,896296,-9016,417654,0,487658,149858,337800,42976643,46021103,1706878,0.465977757,2.14602518,54386.00,11020600.00
3/31/2017,HSBC,9,,,,,,,,,,,,32.52,0.030750308,42425059,119736712,-10707276,130443988,25.24,25.24,0.4,217893830,169328379,48565451,18434350,119736712,152801620,152801620,0,1572232,3,13,3596296,1164574,2431722,939929,102121,837808,0,98210,3613260,130294,1886544,0,1596422,24190,1572232,92817693,122990007,2086130,0.52211687,1.915280002,1181538.00,22487199.00
3/31/2017,INECO,14,2,,,1,2,2,1,1,,,,8.31,0.120336943,13551167,158885850,-6144694,165030544,44.8,45.34,2.32,242504352,196892303,45612049,14545680,158885850,105747174,105747174,0,1705261,3,15,6510167,2902228,3607939,366859,112858,254001,0,410524,4518507,988315,1449766,-5561,2085987,380726,1705261,120221440,120611521,1671391,0.32085067,3.116714701,910568.00,28661916.00
3/31/2017,Mellat,1,,,,,,,,,,,,5.5,0.181818182,350000,5965082,-394266,6359348,112.65,112.65,5.1,42445382,8506234,33939148,32100000,5965082,3403324,3403324,0,266695,3,3,724742,8595,716147,21574,1522,20052,0,5936,770831,79457,215354,103328,372692,105997,266695,34527060,7652788,265534,0.279379008,3.579366994,54684.00,20469683.00
3/31/2017,ProCredit,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.00,0.00
3/31/2017,Uni,28,3,1,2,1,2,1,1,2,3,1,2,4.24,0.235849057,5183698,117167212,-4961644,122128856,95.72,95.72,3.64,187381287,151593862,35787425,20489653,117167212,128599195,131315083,2715888,90245,0,1,4570440,3153841,1416599,1073995,67950,1006045,0,-423005,2107965,1115780,848525,0,143660,53415,90245,96467065,86315201,4599021,0.402532775,2.484269759,691366.00,19667201.00
3/31/2017,VTB,24,5,4,4,3,5,3,4,7,5,3,,35.37,0.028272547,58062092,141061457,-23098703,164160160,39.78,39.78,4.16,223964130,190309218,33654912,37775689,136011176,157131131,157131131,0,-605647,-1,-7,6464441,2811441,3653000,558413,337057,221355,837,-787879,3365179,1727628,2269616,0,-632065,-26418,-605647,131817308,87734384,4412438,0.674441389,1.482708529,-287821.00,23361729.00
6/30/2017,ABB,24,2,1,2,3,3,1,3,3,4,,7,2.96,0.337837838,9200675,305416054,-5139545,310555599,55.86,55.86,0.9,458634403,420769904,37864499,31374560,305416054,314785812,315376829,591017,862224,0,5,16281099,12912144,3368955,1364316,154876,1209440,0,-319796,4943958,1326905,2530567,0,1086486,224262,862224,239747217,214089264,4797922,0.511850424,1.953695754,1575003.00,12958117.00
6/30/2017,ACBA,17,5,4,3,4,4,4,5,7,4,2,,12.21,0.081900082,24670749,185454980,-16582078,202037058,67.21,67.21,1.35,317694979,258996376,58698603,30000000,185454980,163684235,163684235,0,2728105,2,9,16263731,7292682,8971049,1681624,803852,877772,3886,48231,10481846,1327069,5687187,-37885,3505475,777370,2728105,183645279,132473767,1575933,0.542574943,1.843063365,1510797.00,18137281.00
6/30/2017,ADB,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
6/30/2017,Ameria,9,1,1,2,,,,,1,,,,4.9,0.204081633,20639381,411232858,-9929396,421162254,48.11,48.11,0.91,653324121,585539539,67784582,32087360,411232858,385991574,405609299,19617725,3341101,1,10,25533870,16762251,8771619,1554329,344911,1209418,0,-146220,11230325,2158698,4860098,0,4211529,870427,3341101,183166904.7,466242509,3914707,0.432765585,2.310719786,2458705.00,47488049.00
6/30/2017,IDbank,8,1,,,,1,1,,1,2,,,2.56,0.390625,6339882,246215294,-979232,247194526,15.45,15.45,0.2,308021256,263801300,44219956,33971850,246215294,183213145,189140739,5927594,2387982,2,11,12465747,8068605,4397142,380112,45852,334260,1084,329276,5450313,222361,1919323,0,3308629,920647,2387982,129545652,175106470,3369134,0.352149133,2.839705983,1053171.00,28498318.00
6/30/2017,Ararat,30,5,4,3,2,4,2,1,6,2,,2,3.01,0.332225914,3550334,115320629,-2568078,117888707,72.33,72.33,1.9,191587220,157472388,34114832,8803655,115320629,95081854,98869657,3787803,808257,1,5,8087433,4445726,3641707,632919,277115,355804,0,-330862,4383611,1081280,2368432,0,933899,125642,808257,84240402,106121839,1224979,0.540292467,1.850849422,741904.00,23854966.00
6/30/2017,AREXIM,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
6/30/2017,ArmSwiss,1,,,,,,,,,,,,7.34,0.136239782,4230455,56108020,-1549210,57657230,36.62,36.62,0.68,148677901,117597723,31080178,8752800,56108020,54305755,70882079,16576324,2038283,3,14,6449984,3503556,2946428,124240,38995,85245,941,29942,3176933,181382,467268,0,2528283,490000,2038283,86733782,61817894,126225,0.147081478,6.798952619,230505.00,74896299.00
6/30/2017,Artsakh,9,,,,,,,,,,,15,6.9,0.144927536,4621575,63885084,-3062034,66947118,66.26,66.26,2.71,109591701,83049737,26541964,23261150,63885085,66451062,66451062,0,214306,0,2,5472599,3192790,2279809,219194,68531,150663,941,-66818,2492938,903301,1375331,0,214306,0,214306,71390977,38064236,136488,0.551690816,1.812609474,213129.00,17005226.00
6/30/2017,ASHB,19,6,4,5,5,6,3,3,4,4,2,3,4.15,0.240963855,14995627,354457026,-7162843,361619869,47.77,47.77,1.86,507491246,444720760,62770486,50227200,354457026,298500169,344082410,45582241,3102347,1,10,24213510,16065278,8148232,1931408,584286,1347122,0,585253,12934446,3370160,5737474,0,3826812,724465,3102347,248313771,255693508,3483967,0.443580962,2.254379889,4786214.00,39284280.00
6/30/2017,BTA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0.00
6/30/2017,Byblos,2,,,,,,,,,,,,17.74,0.056369786,5648178,27934318,-3896378,31830696,68.98,68.98,0.61,73989713,51283925,22705788,23825100,27934318,34952951,34952951,0,622875,2,6,2492469,1521299,971170,46321,26644,19677,0,-48515,1216059,83425,509759,0,622875,0,622875,37936274,36035439,18000,0.419189365,2.385556704,244889.00,24113268.00
6/30/2017,Converse,14,2,2,1,1,6,3,1,3,1,,1,5.99,0.166944908,8521836,137603877,-4777590,142381467,56.06,56.06,0.86,217338330,183270439,34067891,16416633,137603877,151325700,154234406,2908706,1498187,1,9,8218133,3982958,4235175,1030397,303634,726763,0,-810846,4735846,573803,2347357,0,1814685,316498,1498187,82219090.24,133337065.5,1782174.31,0.495657376,2.017522685,500671.00,20643125.00
6/30/2017,Econom,26,3,1,2,2,5,2,1,3,3,1,1,2.6,0.384615385,2485773,93920267,-1755458,95675725,70.62,70.62,1.13,146211588,118585394,27626194,4631333,93920267,76675233,76675233,0,165563,0,1,6617365,3444847,3172518,803390,186624,616766,1172,-772968,3439021,470348,2799862,0,168811,3248,165563,74869620,70188081,1153887,0.814145072,1.228282323,266503.00,1740091.00
6/30/2017,Evoca,9,1,,,,1,,,1,,,,2.95,0.338983051,1467246,49120708,-585145,49705853,39.88,39.88,-0.79,97296492,67142841,30153651,17950000,49120708,41767067,47268842,5501775,863855,2,6,3272211,1606281,1665930,223877,209679,14198,1510,-184506,1778019,-191423,874335,0,1095107,231252,863855,45280585,49976532,2039375,0.491746714,2.033567224,112089.00,11408456.00
6/30/2017,HSBC,9,,,,,,,,,,,,36.92,0.02708559,46155709,112463956,-12562369,125026325,27.22,27.22,3.54,215012247,167370695,47641552,18434350,112463956,153591378,153591378,0,661225,1,3,6885761,2391338,4494423,1810435,215571,1594864,0,62593,6690527,2287811,3909795,0,492921,-168304,661225,93093487,119817801,2100959,0.584377733,1.711221943,2196104.00,15992645.00
