,level_0,Banks name,level_1,Netinterestincome,Net non-interest,Profit/(loss)aftertax,Index,Month,Year
49,2021-03-31,Ararat,49,0.15554900373532843,0.37381491237833764,0.48139853205815925,0.0483510503555777,3,2021
50,2021-03-31,Armswiss,50,0.19765467301872286,0.27774180981708896,0.4144593036264436,-0.005694266729915477,3,2021
51,2021-03-31,Artsakh,51,0.1848193752225037,0.0,0.4348631884324041,-0.12815889471838074,3,2021
52,2021-03-31,ASHB,52,0.7600016670691635,0.9381250077295045,0.6976182758376697,0.6633381974734687,3,2021
53,2021-03-31,Byblos,53,0.0,0.08871245006740128,0.11793830284045599,-0.3069237636288601,3,2021
54,2021-03-31,Converse,54,0.3037752823778926,0.41651733264076973,0.29714945621513494,0.052794258641118044,3,2021
55,2021-03-31,Econom,55,0.2361585032029701,0.12609542537008867,0.0,-0.2374308867865713,3,2021
56,2021-03-31,Evoca,56,0.09301688866918055,0.1827168280587195,0.13283238574971937,-0.21702719096148582,3,2021
57,2021-03-31,HSBC,57,0.21125913341907326,0.36889832919031895,0.3634485158985598,0.01937804208316032,3,2021
58,2021-03-31,IDbank,58,0.15220712839186934,0.13267539791488886,0.16375220162590431,-0.20022299736060095,3,2021
59,2021-03-31,Ineco,59,0.44826551047442453,0.1408862958977974,0.5646154493420461,0.107761406488119,3,2021
60,2021-03-31,Mellat,60,0.03397375542094064,0.04657459280970578,0.170577720023943,-0.28819250578206057,3,2021
61,2021-03-31,Uni,61,0.24067784930334357,0.09516287611768634,0.06930699223000561,-0.21933584209605142,3,2021
62,2021-03-31,VTB,62,0.503376176116779,0.0600350610321671,0.07174049404389674,-0.11870167583624644,3,2021
63,2021-06-30,ABB,63,0.39753002565154627,0.7754828166144059,0.0,0.12736856154869963,6,2021
64,2021-06-30,ACBA,64,0.5639815628151348,0.2829574473535036,0.1914452729336246,0.06081570711409047,6,2021
65,2021-06-30,Ameria,65,1.0,0.919312998680606,1.0,0.8916723724205295,6,2021
66,2021-06-30,Ararat,66,0.15710312932093326,0.3227793474496143,0.21493180041906118,-0.0898115764666374,6,2021
67,2021-06-30,Armswiss,67,0.21077341590569948,0.172706027449697,0.5298387160958651,0.0026604474582034537,6,2021
68,2021-06-30,Artsakh,68,0.16111212214282042,0.0,0.4886947395564998,-0.11519586835959891,6,2021
69,2021-06-30,ASHB,69,0.7742289237968152,1.0,0.6673275007176249,0.6844341450449517,6,2021
70,2021-06-30,Byblos,70,0.0,0.1156217499400601,0.040085340339971215,-0.32856518029769743,6,2021
71,2021-06-30,Converse,71,0.3118710142197762,0.3930125411644429,0.10938579256312314,-0.03584654880743427,6,2021
72,2021-06-30,Econom,72,0.23620832008510284,0.17868776848667106,0.22073424315629792,-0.11772451636591201,6,2021
73,2021-06-30,Evoca,73,0.09707682339038046,0.2391727512110886,0.0022888656961440323,-0.2464016281303982,6,2021
74,2021-06-30,HSBC,74,0.23245603909407525,0.33986926336827167,0.2160743761968155,-0.048458970512957736,6,2021
75,2021-06-30,IDbank,75,0.1655133740389029,0.12222301594107418,0.06858691274793878,-0.24044295688939601,6,2021
76,2021-06-30,Ineco,76,0.46381321144059073,0.4465677219220675,0.3258988618281319,0.14922869928677446,6,2021
77,2021-06-30,Mellat,77,0.03845173841462479,0.09192897704718875,0.11744887352767484,-0.28877870177683235,6,2021
78,2021-06-30,Uni,78,0.244826449905714,0.2176304967925185,0.017656493989193972,-0.1845287495919415,6,2021
79,2021-06-30,VTB,79,0.5232500407729717,0.08747966139635582,2.2603198724034136e-05,-0.12869994842648458,6,2021
80,2021-09-30,ABB,80,0.37661941890535683,0.5837849897287702,0.00789554857410751,0.034858094294460844,9,2021
81,2021-09-30,ACBA,81,0.5869141415938043,0.22851793450431948,0.5032499445930716,0.181705844778243,9,2021
82,2021-09-30,Ameria,82,1.0,0.829440371463991,1.0,0.8510024990038244,9,2021
83,2021-09-30,Ararat,83,0.15190918828640715,0.17566064529348077,0.19055396774879113,-0.16925949109885208,9,2021
84,2021-09-30,Armswiss,84,0.20782917215986124,0.09762029023224952,0.4061942320074534,-0.08632218748965602,9,2021
85,2021-09-30,Artsakh,85,0.14404128079557627,0.0,0.40392487625785983,-0.15952290460544935,9,2021
86,2021-09-30,ASHB,86,0.7489885515178105,1.0,0.6856193024083895,0.6812851162003156,9,2021
87,2021-09-30,Byblos,87,0.0,0.05752000119630546,0.05003282400973902,-0.3505367466519452,9,2021
88,2021-09-30,Converse,88,0.3136204993983088,0.3346390524443409,0.09065385777522889,-0.06963015123698546,9,2021
89,2021-09-30,Econom,89,0.23764607046596303,0.1329454814437512,0.20490984163596965,-0.1446661692215316,9,2021
90,2021-09-30,Evoca,90,0.09384571767980397,0.17373448204664088,0.018968531315505785,-0.2701890615152758,9,2021
91,2021-09-30,HSBC,91,0.2421446868816226,0.2623144925440355,0.1894277628450416,-0.09087091368588211,9,2021
92,2021-09-30,IDbank,92,0.17339407378182237,0.06727230559362897,0.06794566514748397,-0.26212414810321427,9,2021
93,2021-09-30,Ineco,93,0.45673626449835053,0.40029560262076347,0.4157319964245463,0.1642011894034685,9,2021
94,2021-09-30,Mellat,94,0.041962580520440426,0.043384834840650345,0.11274849525986287,-0.31124483500429323,9,2021
95,2021-09-30,Uni,95,0.21846981788285907,0.18621321116899756,0.03741516962923049,-0.20174845105754513,9,2021
96,2021-09-30,VTB,96,0.5258110973489295,0.0202615877927059,0.0,-0.15800206759950752,9,2021
97,2021-12-31,ABB,97,0.32560948025582764,0.6229140908749324,0.0071655173342274996,0.029825724425816286,12,2021
98,2021-12-31,ACBA,98,0.5936843594581487,0.28634848715602024,0.5133176819091526,0.2152250803785899,12,2021
99,2021-12-31,Ameria,99,1.0,0.7928087656972689,1.0000000000000002,0.8344256744942613,12,2021
100,2021-12-31,Ararat,100,0.1521593719544604,0.19605845645939277,0.06827133557464027,-0.21303741453046213,12,2021
101,2021-12-31,Armswiss,101,0.19710553642121326,0.1740912092436766,0.3865792210567856,-0.06495129685825439,12,2021
102,2021-12-31,Artsakh,102,0.13293487862521025,0.02195717501878,0.2626488448967073,-0.21583770906711747,12,2021
103,2021-12-31,ASHB,103,0.7147826944933385,1.0,0.6969716061386174,0.6711807048653845,12,2021
104,2021-12-31,Byblos,104,0.0,0.06797975731291502,0.04113368662456397,-0.3496691201239124,12,2021
105,2021-12-31,Converse,105,0.3062704157950719,0.4172262569744606,0.19594631549585656,0.010250110283344568,12,2021
106,2021-12-31,Econom,106,0.23903024632660302,0.15030275166705576,0.14141474752480873,-0.1637847798407427,12,2021
107,2021-12-31,Evoca,107,0.09556168510518111,0.19515960217536596,0.03823567338287433,-0.2513698414137837,12,2021
108,2021-12-31,HSBC,108,0.2462553550634629,0.303915684425069,0.14851773559281534,-0.08800924820673348,12,2021
109,2021-12-31,IDbank,109,0.17674777822294802,0.12885697280335384,0.09714744537708356,-0.22009619974332448,12,2021
110,2021-12-31,Ineco,110,0.4433323284867103,0.4534443770424773,0.4526048672065605,0.19837781553252407,12,2021
111,2021-12-31,Mellat,111,0.044761675158662265,0.055036698513858055,0.11973439418870145,-0.3017070413804418,12,2021
112,2021-12-31,Uni,112,0.19453811119064485,0.25753571772475214,0.0,-0.19624541549444843,12,2021
113,2021-12-31,VTB,113,0.5335881308775715,0.0,0.061441972209869467,-0.13706263842683766,12,2021
