,Banks name,level_0,level_1,Yerevan,Lori,Tavush,Syuniq,Ararat,Kotayq,Armavir,Aragatsotn,Shirak,Gegharquniq,Vayots Dzor,NKR,NPL (%)_r,NPL(AMDths),LoanPortfolio(net),Provisions,LoanPortfolio(Gross),Coverageratio,TheimpairmenttotheNPL,CostofCreditRisk,TotalAssets,TotalLiabilities,TotalCapital,"StatutoryCapital
(w/oincomefromemission)",Loans,Liabilitiestocustomers,Liabilitiestocustomers(incl.securities),EmittedSecurities,ProfitAftertax,"ROA
(Annualized)","ROE
(Annualized)",Interestandsimilarincome,Interestandsimilarexpenses,Netinterestincome,Commisssionsreceived,Commisssionspaid,Netcommissions,Dividendsreceived,Netotheroperatingincome,Operatingincome,Netprovisions,Totaladministrativeexpenses,Otherincome/exspenses,Profit/(loss)beforetax,Incometax,Profit/(loss)aftertax,AMD_Assets,FXgroupI_Assets,FXgroupII_Assets,Cost of credit risk,Cost of credit risk_r,Net non-interest,Bonds Attracted,Index,Year
0,Artsakh,2020-06-30,0,-0.7226357911690425,-0.9493115949249457,-0.6793662204867574,-0.7071067811865475,-0.7624928516630234,-0.9899494936611666,-1.0136060675992289,-0.7745966692414834,-0.872730216669552,-0.7427813527082073,-0.6115928396627267,3.2386415545131215,-0.8811320001196755,-0.8811489706961652,-0.44907883484740524,0.8742063345095566,-0.48210499533899515,1.6592821705227758,1.6592821705227758,-1.3267465767129285,-0.4449892740072506,-0.4718397082128675,-0.07405557271752806,-0.40860945077627475,-0.4490788357381247,-0.44788162480813015,-0.465259536734942,-0.4196587132065585,0.5410591743375565,1.2977713690461004,1.210012445837726,-0.32713544968293856,-0.27631313187667517,-0.3644940741454026,-0.9092557940788395,-1.062764470553626,-0.7314725210062949,0.0,0.06574903895969121,-0.4905157099841849,-0.84041258495745,-1.042498603259757,0.0,0.5169547373540496,0.3478087442830048,0.5410591743375565,-0.1580427854972128,-0.7024835151286603,-1.1054900294295655,-1.2857419446935117,1.577644794070353,-0.6193634182893515,0.7920103834301582,1.648285747647471,2020
1,ASHB,2020-06-30,1,0.30970105335816106,2.0224464413618404,2.0380986614602725,1.9445436482630059,2.28747855498907,1.5556349186104044,1.4190484946389206,1.5491933384829668,1.1220817071465667,1.4855627054164149,1.4852968963237645,0.24912627342408625,-0.21933432216587953,1.1928805846780142,2.8886862717246076,-0.981824105839097,2.864096480174204,-0.6237414162310566,-0.6237414162310566,0.5635617495761158,2.9372509288224076,2.929044914135002,2.8128500052509167,1.6269526780174557,2.8886862669870066,2.33618513276953,2.7824596826239416,3.283345414525036,2.6515301616650153,0.32444284226152503,1.6190307373885067,2.6581004481169015,2.9585290115874194,2.0301618491472264,2.61426387457397,1.9192382933225147,2.6637088294557,0.0,1.713320382265588,2.6073298055185514,2.30437987073725,1.8763456813188495,0.0,2.6249952065021636,2.2949046389378953,2.6515301616650153,2.753205686039802,2.9354549099610447,0.9007237904917572,-0.8008610397902384,0.6055773631371707,3.1188919085855082,2.4440933695261653,26.924685712102118,2020
2,Byblos,2020-06-30,2,-1.2388042134326442,-0.9493115949249457,-0.6793662204867574,-0.7071067811865475,-0.7624928516630234,-0.9899494936611666,-1.0136060675992289,-0.7745966692414834,-0.872730216669552,-0.7427813527082073,-0.6115928396627267,-0.44076186836569115,-0.5213933540759836,-0.8396057198931158,-1.0224457021435849,0.9427772160693504,-1.0441408284181974,-0.43999724738095675,-0.43999724738095675,-0.6178809543545369,-0.9304272935296921,-0.9063896284824574,-1.1596988562774855,-0.1986340532771602,-1.022445704978181,-1.0323483328361167,-0.8944423138087146,-0.4196587132065585,-0.9037868582395014,-0.6488856845230503,-1.0395881576915675,-1.0151705940741906,-0.7137079407048873,-1.3188036094763704,-1.20482974655489,-1.182107100530662,-1.0808095487213238,0.0,0.2077995645439551,-1.1250816611497152,-0.7609181460934343,-1.3124439188658492,0.0,-0.9113806324907112,-0.889483972314062,-0.9037868582395014,-1.0320864538130265,-0.7416294843290699,-1.2777175050274834,-0.10511063448563417,-0.21978983946617978,-0.5179300310173888,0.2598252290816482,-9.823756099650328,2020
3,Converse,2020-06-30,3,0.10323368445272035,-0.45401858887714797,0.6793662204867574,-0.17677669529663684,-0.15249857033260467,1.5556349186104044,1.4190484946389206,0.0,0.6233787261925371,-0.1856953381770518,-0.6115928396627267,-0.21079915443576533,-0.2254058604957309,-0.06945525841659043,0.4111780258561914,0.2621164339959499,0.3871553326226329,-0.6431503668021683,-0.6431503668021683,-0.3082614871175382,0.2767929413038557,0.28190301429102954,0.1913358590598474,-0.6414637653381227,0.4111780354634138,0.7233715052621283,0.552489811291308,0.06556801473598982,-0.17655720736047292,-0.6488856845230503,-0.2215515745900063,0.1836504502540058,0.14669045967348435,0.21562918890735547,0.4363376768932054,0.7401324144891553,0.2374956622686628,0.0,0.9997537349026824,0.3305175282834914,-0.08995668884934407,1.1385894405351038,0.0,-0.09889010450457231,0.3364599801061651,-0.17655720736047292,-0.27180131245763917,0.8378348663685995,0.28704986235396746,0.9497768265398052,-0.9161211578696937,0.47338030113926316,-0.39687364372734574,-0.18268598671744896,2020
4,Econom,2020-06-30,4,1.5485052667908052,0.5365674232184475,0.0,0.3535533905932738,0.457495710997814,1.131370849898476,0.6081636405595374,0.0,0.12467574523850741,0.9284766908852593,0.436852028330519,-0.21079915443576533,-0.8735425772073614,-0.8532382631864025,0.12088762613823065,0.790133133759288,0.07741006569130332,1.0539426366728202,1.0539426366728202,-1.4734084296146648,0.11454820554524583,0.14073281551353545,-0.22247600883683394,-0.21925506457786725,0.12088762717985947,-0.4083548936195749,-0.4009788564031091,-0.3111673536830679,0.7082329426797009,0.32444284226152503,1.6190307373885067,0.1737813529775489,0.203804404977322,0.11917222722231537,0.06738386799863355,-0.16696535246930316,0.17542956870911064,0.0,-1.2422211377960157,0.07296293796703121,-0.9193187184992768,0.30002433034730247,0.0,0.8097947067198862,1.313356115797106,0.7082329426797009,0.37327848073539344,-0.15809775463964548,-0.5217588354075465,0.25504275360892636,-0.5083151681220431,-0.02932282351946944,0.47325496680818924,1.5856669294684322,2020
5,Evoca,2020-06-30,5,-0.5161684222636018,-0.45401858887714797,-0.6793662204867574,-0.7071067811865475,-0.7624928516630234,-0.565685424949238,-1.0136060675992289,-0.7745966692414834,-0.37402723571552227,-0.7427813527082073,-0.6115928396627267,-0.44076186836569115,-0.5289827769882979,-0.6676303269858371,-0.4169559890395273,0.6524231667859818,-0.43948721041179944,-0.3102685541768752,-0.3102685541768752,0.20505499803853844,-0.4446104397881569,-0.4017087465152144,-0.9478837072624251,-0.7818455599572925,-0.4169559898213412,-0.46140543973218345,-0.4495369114625104,-0.3407161157676184,-0.7027845563752841,-0.6488856845230503,-0.4260607203653966,-0.5018005313331444,-0.3579708279379127,-0.6451181145345052,-0.6653216780026825,-0.11401487534474225,-0.8626161222778904,0.0,0.08854623508054504,-0.635371494336791,-0.3011638927376996,-0.6605174263787662,0.0,-0.7116912492667673,-0.7110127775364453,-0.7027845563752841,-0.5122158429461178,-0.3311416538669403,-0.7757189260584255,0.14501932335211587,-0.4271902487010952,-0.4788257853140327,-1.3163409498921101,-7.834884630761605,2020
6,HSBC,2020-06-30,6,-0.7226357911690425,-0.9493115949249457,-0.6793662204867574,-0.7071067811865475,-0.7624928516630234,-0.9899494936611666,-1.0136060675992289,-0.7745966692414834,-0.872730216669552,-0.7427813527082073,-0.6115928396627267,-0.44076186836569115,1.0086343050465536,0.4554751472134059,-0.28733940079286424,0.3229214772404368,-0.29639687818452093,-0.8439231432288097,-0.8439231432288097,-1.359338099579981,-0.309294192141103,-0.3143807698057683,-0.22161708209113537,-0.7478083157668958,-0.2873394011352411,0.06481069937476325,-0.08878177939673484,-0.4196587132065585,-0.47990180641906466,-0.6488856845230503,-0.4260607203653966,-0.6618831279042646,-0.8152450573555856,-0.402951827974044,0.19988968081889733,-0.26337724778078636,0.40599234968989356,0.0,0.36706169128854704,-0.27209614166047497,-0.8511500469182621,0.7400495321896328,0.0,-0.5145236875603896,-0.6694952418290973,-0.47990180641906466,-0.4970302915648231,-0.1075250430664246,0.926037876366998,2.101021886106314,-1.3471999689048872,0.0318123072566864,-0.529385917693281,-4.015352537804089,2020
7,IDbank,2020-06-30,7,-0.5161684222636018,-0.45401858887714797,-0.6793662204867574,-0.7071067811865475,-0.7624928516630234,-0.565685424949238,-0.2027212135198458,-0.7745966692414834,-0.37402723571552227,-0.7427813527082073,-0.6115928396627267,-0.44076186836569115,-0.5244291232409094,-0.7049283674946626,-0.6106885203665504,-0.32969600783979636,-0.5780534346708672,2.237888621510634,2.237888621510634,0.15616771373795985,-0.620641637699248,-0.653479963840622,-0.1610743416991623,0.34407499507916667,-0.6106885218051726,-0.787235453418173,-0.6549585175163287,-0.2365799746463102,-0.9156846517622509,-0.6488856845230503,-1.2440973034669578,-0.5800632069944684,-0.5852227175603627,-0.5219003562733429,-0.5697638498982064,-0.6863940768708091,-0.44827787088522086,0.0,0.32532509332307513,-0.5511733178437367,-0.4154283456350674,-0.16362569704282678,0.0,-0.8324908530435842,-0.3153111217352202,-0.9156846517622509,-0.5999252621119062,-0.6352141010258106,1.685175189724678,1.2007568217202254,-1.0302545357379433,-0.4859161069580349,0.12299546463407773,-7.949015278450324,2020
8,Ineco,2020-06-30,8,0.30970105335816106,0.04127441717064977,-0.6793662204867574,-0.7071067811865475,-0.15249857033260467,-0.14142135623730956,-0.2027212135198458,0.0,-0.37402723571552227,-0.7427813527082073,-0.6115928396627267,-0.44076186836569115,-0.3589797037524604,-0.2171183392122836,0.4203930376485592,-0.12428951932186148,0.41586479951539873,-0.26366876247547966,-0.26366876247547966,1.492420151287112,0.45509814033857143,0.42649144516383064,0.7784060688388447,-1.0210809705947481,0.42039303970559644,0.6052315290167951,0.389666859190235,-0.16852367640909502,0.5720759855928594,0.32444284226152503,0.39197586273616464,0.7632808292183921,0.4036486956741358,1.1651998594008806,0.3071220845311623,1.353388898093212,-0.24349214623632381,0.0,0.48677108996811486,0.872546555639447,1.3111287918900265,0.342261158968408,0.0,0.6079282861285809,0.7631499163992497,0.5720759855928594,0.6313306499642295,0.2520767621836896,-0.6799239287833402,-0.8079431947542401,0.6166763786192597,0.13539156675003597,0.6327197905534173,5.949558133341723,2020
9,Mellat,2020-06-30,9,-1.445271582338085,-0.9493115949249457,-0.6793662204867574,-0.7071067811865475,-0.7624928516630234,-0.9899494936611666,-1.0136060675992289,-0.7745966692414834,-0.872730216669552,-0.7427813527082073,-0.6115928396627267,-0.44076186836569115,-0.5077323928338182,-0.8781671428816428,-1.1576531679721345,1.0133542375779316,-1.1794547299408773,-0.7411106361941,-0.7411106361941,0.2946816859229327,-1.0989698212599022,-1.1426726883753822,-0.4662348106422532,0.21253248338763314,-1.1576531712651223,-1.5653152939852752,-1.2858080448806244,-0.4196587132065585,-0.6086594943828281,2.2710998958306754,-0.6305698661407869,-1.191183205037027,-1.1102171343722105,-1.191299279167409,-1.1615941158050669,-1.2702525389345392,-0.977613937733522,0.0,0.329003717550106,-1.0743609372568688,-0.7746444228198692,-1.4724948323222937,0.0,-0.6280526493864046,-0.6910735186441221,-0.6086594943828281,-1.1286315439124093,-0.9768162146074921,-1.2517867478841171,-1.469224179283434,2.106402473083157,-0.6218204759778905,-0.27521726024054716,-4.609134932959744,2020
