,level_0,Banks name,level_1,LoanPortfolio(net),TotalAssets,TotalLiabilities,TotalCapital,Liabilitiestocustomers(incl.securities),Bonds Attracted,Netinterestincome,Net non-interest,Profit/(loss)aftertax,NPL (%)_r,"ROA
(Annualized)","ROE
(Annualized)",Cost of credit risk_r,Index,Month,Year,Y-M
95,2021-09-30,Uni,95,0.18696241996219362,0.16284840607998446,0.18625871227625995,0.049578313786043604,0.27992472347602937,0.0,0.21846981788285907,0.18621321116899756,0.03741516962923049,1.0,0.0,0.125,0.4298768448420453,-0.11355199144088575,9,2021,2021_9
96,2021-09-30,VTB,96,0.2910962872347609,0.29031944020551326,0.3090039740257318,0.20551976458583937,0.4242233787097345,0.02268172771267886,0.5258110973489295,0.0202615877927059,0.0,0.33496732026143794,0.0,0.0,0.21977544420405076,-0.12505171471524404,9,2021,2021_9
97,2021-12-31,ABB,97,0.8895906657548079,0.7899533500673752,0.8527489753078275,0.2301295886918704,0.7971449945720652,0.6104582740605562,0.32560948025582764,0.6229140908749324,0.0071655173342274996,0.10789149198520347,0.0,0.0,0.36960269165227094,-0.14491548059702825,12,2021,2021_12
98,2021-12-31,ACBA,98,0.5322653070484431,0.45877941435299824,0.4518369816865867,0.5972363069814084,0.42054500473087464,0.03668012360788882,0.5936843594581487,0.28634848715602024,0.5133176819091526,0.25462392108508014,0.6666666666666666,0.8666666666666667,0.057155703757621024,0.05092494279431583,12,2021,2021_12
99,2021-12-31,Ameria,99,1.0,1.0,1.0,1.0,0.9999999999999999,0.21494130361683428,1.0,0.7928087656972689,1.0000000000000002,0.1720098643649815,0.6666666666666666,1.0,0.22577342535516348,0.03461648524298539,12,2021,2021_12
100,2021-12-31,Ararat,100,0.19125371452508644,0.18443946232430425,0.20550825538721645,0.09767985132054108,0.17658068402898786,0.13225469646614674,0.1521593719544604,0.19605845645939277,0.06827133557464027,0.07090012330456229,0.3333333333333333,0.2,0.08667797226537516,-0.028008381570884373,12,2021,2021_12
101,2021-12-31,Armswiss,101,0.14288040251642692,0.31299840770680815,0.3244971605558674,0.2984593759152794,0.25189785595589226,1.0000000000000002,0.19710553642121326,0.1740912092436766,0.3865792210567856,0.23674475955610358,0.6666666666666666,0.8,1.0,0.19820032588936537,12,2021,2021_12
102,2021-12-31,Artsakh,102,0.023228636141667626,0.11385963138817382,0.1184918330342327,0.19066415318984864,0.13601530107282844,0.48861749591144193,0.13293487862521025,0.02195717501878,0.2626488448967073,0.1504315659679408,1.0,0.7333333333333334,0.2669685749449154,0.16949337825310828,12,2021,2021_12
103,2021-12-31,ASHB,103,0.8439602901938872,0.9156285066375445,0.9389485801684414,0.7085935247928116,0.8494406348029016,0.5729634678580147,0.7147826944933385,1.0,0.6969716061386174,0.3187422934648582,0.3333333333333333,0.9333333333333333,0.344851461403292,0.0067985312553742235,12,2021,2021_12
104,2021-12-31,Byblos,104,0.026101540334229983,0.0177420198505559,0.03385758030634997,0.0,0.08053564201179692,0.024794538356332912,0.0,0.06797975731291502,0.04113368662456397,0.06781750924784218,0.3333333333333333,0.2,0.027338361515381826,-0.015777876309135852,12,2021,2021_12
105,2021-12-31,Converse,105,0.32447076381337925,0.29045010507076907,0.30832452208189476,0.21923773577765715,0.38738318939555205,0.15022037515516234,0.3062704157950719,0.4172262569744606,0.19594631549585656,0.36868064118372385,0.3333333333333333,0.4666666666666667,0.06117551146777256,-0.03273635282260236,12,2021,2021_12
106,2021-12-31,Econom,106,0.30478642975896986,0.27348693433026733,0.29865776912614744,0.1362173174115685,0.1941304855943703,0.11413984303839537,0.23903024632660302,0.15030275166705576,0.14141474752480873,0.0,0.3333333333333333,0.4,0.06731838425986475,-0.011467715187274533,12,2021,2021_12
107,2021-12-31,Evoca,107,0.17924848638619434,0.16035334940829185,0.1854354624033136,0.039261193382393755,0.21786234028975987,0.04486676705396185,0.09556168510518111,0.19515960217536596,0.03823567338287433,0.04315659679408139,0.3333333333333333,0.13333333333333336,0.0684759891415252,-0.042107483649156965,12,2021,2021_12
108,2021-12-31,HSBC,108,0.2003029777794583,0.17578584829452232,0.188066877747587,0.17253036277848965,0.27386409549117835,0.08036355279027337,0.2462553550634629,0.303915684425069,0.14851773559281534,0.7053020961775587,0.3333333333333333,0.4,0.05539897678208888,-0.04522723422783164,12,2021,2021_12
109,2021-12-31,IDbank,109,0.15363103595138408,0.11329056023514358,0.12043926889669652,0.16659577071908283,0.16322736144245856,0.04675496800353085,0.17674777822294802,0.12885697280335384,0.09714744537708356,0.468557336621455,0.3333333333333333,0.26666666666666666,0.0,-0.041691199006794744,12,2021,2021_12
110,2021-12-31,Ineco,110,0.30439570597052024,0.33872906492015353,0.3529485109038234,0.2952102713966741,0.356466946560577,0.3399850526762097,0.4433323284867103,0.4534443770424773,0.4526048672065605,0.09617755856966709,0.6666666666666666,1.0,0.313226942415396,0.11953894478013075,12,2021,2021_12
111,2021-12-31,Mellat,111,0.0,0.0,0.0,0.13564715790108806,0.0,0.0936132880417641,0.044761675158662265,0.055036698513858055,0.11973439418870145,0.21948212083847105,1.0,0.33333333333333337,0.6305850069623886,0.1258548319495899,12,2021,2021_12
112,2021-12-31,Uni,112,0.1783896142301253,0.17035428973678046,0.19536915334289806,0.04853557673278702,0.2818169374062176,0.0,0.19453811119064485,0.25753571772475214,0.0,1.0000000000000002,0.0,0.0,0.40852177345331847,-0.13219388633454168,12,2021,2021_12
113,2021-12-31,VTB,113,0.29002617239278405,0.2746768502023665,0.2922799140901476,0.20814632552030077,0.4012286542912917,0.01971501588878488,0.5335881308775715,0.0,0.061441972209869467,0.24845869297163997,0.0,0.13333333333333336,0.20214437793215528,-0.10173388877939853,12,2021,2021_12
