,Banks name,level_0,level_1,Yerevan,Lori,Tavush,Syuniq,Ararat,Kotayq,Armavir,Aragatsotn,Shirak,Gegharquniq,Vayots Dzor,NKR,NPL (%)_r,NPL(AMDths),LoanPortfolio(net),Provisions,LoanPortfolio(Gross),Coverageratio,TheimpairmenttotheNPL,CostofCreditRisk,TotalAssets,TotalLiabilities,TotalCapital,"StatutoryCapital
(w/oincomefromemission)",Loans,Liabilitiestocustomers,Liabilitiestocustomers(incl.securities),EmittedSecurities,ProfitAftertax,"ROA
(Annualized)","ROE
(Annualized)",Interestandsimilarincome,Interestandsimilarexpenses,Netinterestincome,Commisssionsreceived,Commisssionspaid,Netcommissions,Dividendsreceived,Netotheroperatingincome,Operatingincome,Netprovisions,Totaladministrativeexpenses,Otherincome/exspenses,Profit/(loss)beforetax,Incometax,Profit/(loss)aftertax,AMD_Assets,FXgroupI_Assets,FXgroupII_Assets,Cost of credit risk,Cost of credit risk_r,Net non-interest,Bonds Attracted,Index,Year
10,Uni,2020-06-30,10,1.36,0.9230769230769231,0.8,1.3333333333333333,0.75,0.1,0.4444444444444444,1.2,0.4444444444444444,1.0,1.0,1.6,5.242520687460216,1.7670030383291384,0.0952700107424999,-0.9597387160147304,0.11934040973673107,-0.5559578053804382,-0.5559578053804382,0.46723646723646717,0.06085225741632697,0.09526273385342374,-0.847310125276934,-0.3168601678470424,0.09527001050931898,0.17647780396292848,0.19862488356572425,0.5695529415610462,-0.5064921426679517,-1.5,-0.6923076923076923,0.020136563541059704,0.10874329500186494,-0.1329332136960785,0.4373071899381378,-0.06642475551426572,1.1218476498125496,0.0,-3.530613313181746,-0.1352619947340068,0.4867070750930372,-0.41707188923236477,0.0,-0.573657720565566,-0.7453304151104857,-0.5064921426679517,0.0022305196461471616,0.03261335997729793,0.6131703496859616,0.04825411309454079,-0.04219222414748959,0.05920015172321751,-0.9410981384230891,1.089397188242173,2020
11,VTB,2020-06-30,11,1.2,1.2307692307692308,3.2,2.2222222222222223,1.75,0.7,0.8888888888888888,2.8,2.6666666666666665,1.6666666666666667,3.0,0.0,2.3042647994907703,1.1649951953455544,0.5893358162819994,-2.131424416626412,0.633987826996933,0.09918232320079906,0.09918232320079906,0.9401709401709402,0.7092408495827227,0.6472523110529648,0.6618797663523657,3.0131795799336936,0.5893358148395531,0.9902737715107025,0.8669632746030146,-0.40342519401022897,0.48416644520359836,0.5,0.5384615384615384,1.1802785261816267,0.5148706131605747,1.8052067236508043,0.14304032800702207,0.7939434974749189,0.05670126783404571,0.0,-2.3552002801933565,1.1468217653871788,1.155683433581927,0.4948702304295364,0.0,0.3791882651043195,-0.08517395076297728,0.48416644520359836,1.0072873425333708,-0.03261335997729793,0.5470958903411984,-0.12244173553498987,0.11192860412848285,-0.25926846229221473,-0.8180744124543267,8.14135725406172,2020
12,ABB,2020-09-30,0,0.75,0.5,0.5,0.6666666666666666,1.0,0.4,0.0,1.0,0.75,1.0,0.0,7.0,-0.2131147540983607,0.5123293217093025,4.373705730243931,-0.39878737116281743,4.178215694515349,-0.36881937436932394,-0.36881937436932394,0.04102564102564106,3.1901120319170313,3.5959487341575924,0.5201123186632168,1.1504759231834476,4.373705769604957,3.4527498972879567,3.392820795065324,0.08842399707005086,-0.30872323105089816,-1.0,-0.6,1.2843730118330559,2.9045139987785964,0.339094065728297,2.909637674031039,0.14811662055756544,4.13289415165666,0.0,-0.7992108733928983,0.7472434352114636,1.4469075982615447,0.17763302068180442,0.0,-0.42124053862173655,-0.11910317721912114,-0.30872323105089816,2.9601843789495974,2.852180821113803,3.6026897569779055,-0.5139669603772073,0.5962262982484372,2.7342898339460007,-0.12675889812574698,16.493712924694826,2020
13,ACBA,2020-09-30,1,0.15,1.0,1.5,1.0,1.5,0.6,1.5,2.5,1.25,1.3333333333333333,2.0,0.0,0.2950819672131149,0.3168696975286174,1.564965468410886,-0.7025109957156452,1.4972841532105305,0.09535822401614534,0.09535822401614534,0.15384615384615377,0.9084675013399595,0.917386827689365,1.301613062087261,0.2883823745739245,1.564965482494743,0.8095013404222836,0.6874090258240018,-0.5094983515524623,0.0,0.0,-0.4,0.9658900966202969,0.904143532533877,1.3377250292009617,1.1826566424016574,1.1364442911551247,1.0941877918612408,7974.0,-1.9594162407204352,0.793754483630164,0.6939375462505332,1.1563842688584995,285537.0,0.0,0.8808968227808789,0.0,1.2440699475591857,0.7841919583734537,0.013573625006570533,0.4280043353336862,-0.3111879394300184,0.0,-1.355162968380349,4.946297973955182,2020
14,Ameria,2020-09-30,2,-0.2,0.0,0.0,0.3333333333333333,-0.5,-0.2,0.0,-0.5,0.0,0.0,1.0,0.0,0.5327868852459017,1.2932611607585065,4.346287500716133,-1.265664733807407,4.216681611672476,-0.35544904137235117,-0.35544904137235117,-0.05641025641025658,3.301144902114114,3.393813893112695,3.584421064054784,0.8151055420776789,4.346287539830409,2.428312907868301,2.789523561416253,4.139193933909702,1.5838093855207949,0.0,0.4,1.9140057840503446,2.1516868655165333,2.040736705040745,1.385784716516023,0.7452546763434627,1.637571873312367,0.0,-0.6881013169047326,1.7831374864675054,1.3346893194164902,1.536159443355337,0.0,1.1827470477149566,1.2855391967291339,1.5838093855207949,1.867644448108788,4.537903335231568,2.791707184950268,-0.2061758516227348,0.20021480453782783,1.5095336465331475,2.557337932344455,26.23961028063685,2020
15,Ararat,2020-09-30,3,0.6,0.75,1.5,0.6666666666666666,0.5,0.6,0.5,0.0,1.25,0.6666666666666666,0.0,1.0,-0.012295081967213036,-0.19706149286184432,-0.06700444190347463,0.21759643329748274,-0.1424690805917668,0.0,0.0,-1.0512820512820515,-0.42701030246552807,-0.41164190518762767,-0.4688855362885889,-1.2230278524640628,-0.06700444250647897,-0.5014764979438973,-0.5391092706462889,0.3028832118198025,-0.11036718649873276,0.0,0.0,-0.39882854513951893,-0.3054844864713614,-0.13184325105555228,-0.38853188977744857,0.14961363753109613,-0.3947065901076908,0.0,-0.24914927350424204,-0.3964135004414439,-0.25995356342034015,-0.31945167486224196,0.0,-0.2735991888452426,-0.07077198773425164,-0.11036718649873276,-0.23487210797447447,0.14853242422514001,-0.30224485892336717,0.8533678176124222,-0.5309645436587414,-0.0033310490345206407,0.7817608679867358,-1.9206917007195323,2020
16,Armswiss,2020-09-30,4,-0.75,-0.25,-0.5,-0.3333333333333333,-0.5,-0.4,-0.5,-0.5,-0.25,0.0,0.0,0.0,-0.4836065573770493,-0.3435644141145684,-0.3618133921048998,0.18881288184834777,-0.424094677599356,1.4764127144298689,1.4764127144298689,0.08717948717948715,0.13114026203483914,0.04475194364702797,1.19540168194898,-1.1377079376338801,-0.3618133953610279,-0.2329789369305341,0.08206413714545727,3.695126993139691,1.6737870654156237,2.0,1.6,0.017598157839379396,0.521590717448771,-0.041035872870147753,-1.1124127674841158,-0.7160555070411166,-0.802663084913752,115482.0,0.15344153018099985,0.09074141060131077,0.0,-0.9349733408298305,0.0,1.22930518268965,1.2088532810400898,1.6737870654156237,0.6673342551044998,0.033307036099493106,0.0,-1.4073219566645845,3.751127507035071,1.481771823636287,10.841233345563865,21.914821944075058,2020
17,Artsakh,2020-09-30,5,-0.4,-0.25,-0.5,-0.3333333333333333,-0.5,-0.4,-0.5,-0.5,-0.25,0.0,0.0,16.0,-0.9467213114754098,-0.42922797056249196,-0.3355535291153222,0.547146138957224,-0.42562719040231933,0.6815085771947528,0.6815085771947528,-1.471794871794872,-0.6582878993974567,-0.7249143282733306,0.0,-0.1921328655995554,-0.33555353213512557,-0.37377799318446175,-0.5153761261361572,-0.6971167881801975,1.1198799464487885,3.0,2.0,-0.3712394921211985,-0.4118280879474642,0.0,-0.9692125637969146,-0.6329182291169801,-0.6623612170018107,6041.0,0.01137149409001905,-0.33327617212505634,-0.37737603774089923,-0.9354978973118712,0.0,0.6946904442481373,0.4829989445363992,1.1198799464487885,0.0,-0.6073092364573035,-0.48506554471174346,-1.0001433435735807,1.6750656037546985,-0.15970054559090718,0.7192034252114046,5.1735952354263075,2020
18,ASHB,2020-09-30,6,0.15,1.25,1.5,1.3333333333333333,2.0,0.8,1.0,1.0,0.75,1.3333333333333333,2.0,0.0,0.7377049180327869,1.431823913179502,4.115501216647094,-1.3441870013256108,4.000404741804667,-0.38244197780020184,-0.38244197780020184,0.0,3.144103343516571,3.3436027505593224,2.3864854296554534,1.8732979531049754,4.115501244684948,1.3975749078731199,2.447300036791611,10.761731226326281,2.8714525961367436,1.0,2.0,2.0119694835944615,2.888144221665116,1.6389587414271884,2.049476604904695,1.1980377336337151,2.2421971790717623,0.0,1.2876048357937697,1.8810464528451294,1.2239688500193164,0.9849772576504431,0.0,2.169067186809473,1.7340291222279207,2.8714525961367436,2.3556403813422673,3.647198419948548,0.7414860500294944,-0.6170278069149012,0.7656692480706049,3.0282972466937084,2.3023232764130475,29.781398803944132,2020
19,Byblos,2020-09-30,7,-0.65,-0.25,-0.5,-0.3333333333333333,-0.5,-0.4,-0.5,-0.5,-0.25,0.0,0.0,0.0,-0.262295081967213,-0.4144387343092876,-1.0297216343919642,0.5711663372419306,-1.0956212345766796,-0.11553985872855697,-0.11553985872855697,-0.876923076923077,-1.1730490289667723,-1.2031741749635185,-0.9998325600268471,0.02092359238308991,-1.0297216436589112,-0.7573297263584694,-0.898927859310165,-0.6971167881801975,-0.4992567657042194,0.0,-0.6,-0.9198586263763615,-0.8701261171281561,-0.6126129974957619,-1.2465707350098951,-0.7191243918368545,-0.9847130229676927,0.0,0.12351201105778754,-0.8100207858381927,-0.28984105829729345,-1.0799561911051483,0.0,-0.5783968460348061,-0.23961403588100272,-0.4992567657042194,-0.7228387008162962,-0.6506708284897614,-0.5911427762105841,0.07417749501810345,-0.06272619277750047,-0.09145645835974141,-0.14583328156754,-7.578886035531243,2020
20,Converse,2020-09-30,8,0.0,0.0,0.5,0.0,0.0,0.8,1.0,0.0,0.5,0.3333333333333333,0.0,1.0,0.8565573770491804,0.2766144106591088,0.6644464708846778,0.026606117817383878,0.5759053224006441,-0.534561049445005,-0.534561049445005,-0.6461538461538463,0.05480281274897143,0.06917718829234555,0.1574392831044869,-0.42840395296222245,0.6644464678648745,0.4254217399942188,0.4344119406045112,0.7513303984681675,0.36083057630745863,0.0,0.6,0.0,0.0,0.3351237575388475,0.27061103267096415,0.543371663816953,0.24359989993328887,0.0,0.8211217291858284,0.23547607256341077,-0.010341862899920616,0.5191634166971584,0.0,0.18853805416468156,0.5822065733844684,0.36083057630745863,-0.11793097074187589,0.9122774214384215,0.3769957590863164,0.6085482460433412,-0.412916240459696,0.9085435416402586,0.011744761232694006,4.040161468943737,2020
21,Econom,2020-09-30,9,0.7,0.5,0.0,0.3333333333333333,0.5,0.8,0.5,0.0,0.25,0.6666666666666666,1.0,1.0,-1.0040983606557379,-0.4191854308147359,0.3867934137356614,0.43951241974288313,0.2777472501865007,1.8435923309788091,1.8435923309788091,-1.2564102564102566,0.0246479999513121,0.07516267838683215,-0.21839804946291225,0.0,0.38679341721659644,-0.3472268697479866,-0.4467841729922707,-0.29274335450383115,0.6912767689491018,1.0,1.4,0.00211784239827731,0.10416838549326358,0.25752907597703917,0.0,0.0,0.23973422758029161,0.0,-1.1535129610142294,0.0,-0.3276313120615821,0.0,0.0,0.5787594613782635,1.3595632498759502,0.6912767689491018,0.5410916506428026,-0.004879756634518818,-0.0759955086760231,0.30088859118595607,-0.23036948131953772,0.2885993683187561,0.7799902017706386,3.0043494426588833,2020
22,Evoca,2020-09-30,10,-0.3,0.0,-0.5,-0.3333333333333333,-0.5,-0.2,-0.5,-0.5,0.0,0.0,0.0,0.0,-0.3032786885245901,-0.3078445078493854,-0.33443982693734836,0.2974890042843548,-0.40587622000781104,0.42179616548940463,0.42179616548940463,0.0820512820512819,-0.6327966205483119,-0.6201338125828049,-0.7071871794886918,-0.42466991205284405,-0.33443982994712895,-0.3509236490473134,-0.475762403734155,-0.5359152281157133,-0.4448414356581342,0.0,-0.4,-0.5089002757138934,-0.47840928255122905,-0.19152444927213477,-0.7293889673290358,-0.029940339470613704,-0.7410674576701928,0.0,0.0,-0.4525669857334819,0.017872374133955624,-0.6473497998455087,0.0,-0.5405636500781643,-0.23924991878760907,-0.4448414356581342,-0.2634748649990062,-0.21580804162654627,-0.2585139499705056,0.11382078958101302,-0.09452259175321188,-0.03153751795749356,-0.9491982928055487,-5.1852228192624255,2020
23,HSBC,2020-09-30,11,-0.4,-0.25,-0.5,-0.3333333333333333,-0.5,-0.4,-0.5,-0.5,-0.25,0.0,0.0,0.0,3.717213114754099,0.6564355858854316,-0.11759736376060702,0.0,-0.17488894072688724,-0.7183400605449042,-0.7183400605449042,-0.8871794871794871,-0.47528026598489526,-0.49461155329348533,-0.20692761509212737,-0.536308943308564,-0.11759736481892076,0.0,-0.14159813295169552,-0.6971167881801975,-0.04362733838337399,0.0,0.0,-0.6336650999523081,-0.9711752234038049,-0.02744549532557368,0.009817636302614372,-0.12482332998216789,0.3376387829981893,0.0,0.2523798618071117,-0.14455324791824398,-0.21382115619873568,0.23731049281536107,0.0,-0.22554723631435006,-0.06235564720623426,-0.04362733838337399,-0.20027276415821613,0.0,-0.008028460626449168,1.1698505090103999,-0.6573376890563745,0.5975639867748341,-0.2182391320132642,1.9321125156675365,2020
24,IDbank,2020-09-30,12,-0.3,0.0,-0.5,-0.3333333333333333,-0.5,-0.2,0.0,-0.5,0.0,0.0,0.0,0.0,0.0,-0.29108739226697566,-0.5702143991885792,-0.18696161170381576,-0.5965838585828912,2.210141271442987,2.210141271442987,-0.14871794871794874,-0.787088491011038,-0.856104474960494,-0.14265620309365845,0.5715960470377776,-0.5702144043202055,-0.6152540033967441,-0.6697237168332463,0.14093561029429064,-0.5201322946395891,0.0,-0.8,-0.5734080774375468,-0.729421844208904,-0.10962961363832621,-0.5851240350897496,-0.33959830044543593,-0.333618245496998,1940.0,-0.02117813745206954,-0.3868532653700359,-0.09065901294960779,-0.2935520704115438,0.0,-0.5432763675796264,0.0,-0.5201322946395891,-0.36924693600376884,-0.41870600155973087,1.166216585192064,0.8831068871307226,-0.5439825887192999,-0.033545192145181056,-0.08509585506461337,-5.118172829294025,2020
25,Ineco,2020-09-30,13,0.1,0.25,-0.5,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1270491803278689,0.0,0.5925141092311162,-0.510887804970676,0.5468786075010762,0.631180625630676,0.631180625630676,1.0256410256410258,0.3672033794516881,0.3798661874171952,0.5734956500404298,-0.8135914468522556,0.5925141145634281,0.39310998048562446,0.327994568071672,0.03853901442887587,0.49096562945217226,0.0,0.4,0.45384530154300223,0.31706439404687226,0.8903703863616738,0.23157412015230247,0.9296255256070624,-0.07123796816925569,0.0,0.43737025546464287,0.6113157676480556,0.8998652265458064,0.009145032430283072,0.0,0.2530296364140693,0.4575500155285231,0.49096562945217226,0.7651278920255256,0.36620763658331545,-0.0813194651294541,-0.5719956646663138,0.6888120605699816,0.6447070287742426,2.705480589484007,8.188458769182047,2020
26,Mellat,2020-09-30,14,-0.75,-0.25,-0.5,-0.3333333333333333,-0.5,-0.4,-0.5,-0.5,-0.25,0.0,0.0,0.0,-0.2090163934426229,-0.44357679100197017,-1.2187317035188587,0.6112398693354567,-1.2805580235779037,-0.07706861755802219,-0.07706861755802219,0.48717948717948706,-1.3444651624309814,-1.4595622718437502,-0.42650434995957026,0.4381233547655459,-1.2187317144867957,-1.1509820089095715,-1.292580141861267,-0.6971167881801975,-0.2664549090918128,2.0,-0.2,-1.0458367202090095,-1.271734807864652,-0.5218614079181192,-1.1710473399145902,-0.7728790424962024,-0.8447010308459608,0.0,0.2007891266071017,-0.7636902319801053,-0.2626855455741131,-1.1920974921440477,0.0,-0.3860720234872264,-0.09089719165767282,-0.2664549090918128,-0.802271259769532,-0.8831656927985034,-0.46803472453407624,-1.0089735776770272,1.703585192472684,-0.1887821122237715,0.0,-3.4243732598180707,2020
27,Uni,2020-09-30,15,0.7,0.75,0.0,0.6666666666666666,0.5,0.0,0.5,0.5,0.25,1.0,1.0,2.0,6.8237704918032795,1.630575867867933,0.0,-0.8245476638091565,0.0,-0.6292885973763875,-0.6292885973763875,0.12307692307692296,-0.42583430623450524,-0.3792225753212901,-0.7589053117810152,-0.3897550929224783,0.0,0.06912213493270362,0.0,0.0,-0.5760287679777673,-1.0,-0.8,-0.30201548943632006,-0.24724911352200338,-0.006059483608829825,-0.18413800386542756,-0.18994356833075268,0.11549068426570094,0.0,-1.817859475668228,-0.3886842323519443,0.174520715674736,-0.6115535300469721,0.0,-0.6544024508067452,-0.3494322272185857,-0.5760287679777673,-0.13993601241145207,-0.029918376365820162,1.5569632313002646,0.0,0.0,-0.341015113343474,-1.0566767106109938,1.480028222925404,2020
28,VTB,2020-09-30,16,0.6,1.0,1.5,1.0,2.0,0.8,1.0,1.5,1.5,1.3333333333333333,3.0,0.0,3.9836065573770503,1.378650634205964,0.42427683739035654,-2.336846991347347,0.5215509288062959,0.02169525731584257,0.02169525731584257,0.9076923076923075,0.0,0.0,0.2213789410173674,2.696764532379954,0.42427684120862247,0.6262220068155382,0.4846238738638427,-0.6971167881801975,0.3369572587914481,0.0,0.4,0.49109972428610654,0.11741888338912881,1.112167029500925,0.1507957977941602,0.6604016995545641,0.0,0.0,-1.2766214246842869,0.5548835869850457,0.7400464365796598,0.3526502001544913,0.0,0.01496009999512243,-0.17622434372653617,0.3369572587914481,0.6126721151569371,-0.17003085280084373,0.6804933812836191,-0.12236073526536485,0.113776229028626,-0.20226211602653485,-0.9445486892487003,5.929975921694381,2020
